rank,sitc4,product,value,delta,year
793,5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,0.249428,206,2000
794,2512,Siliceous fossil meals and earths,0.244318,-96,2000
795,2106,Food preparations not elsewhere specified,0.24217,-71,2000
796,2403,Cigarettes,0.238752,-25,2000
797,5908,Textile wicks,0.227606,86,2000
798,0208,Other meat and edible meat offal,0.226229,-60,2000
799,3802,Activated carbon,0.22374,-53,2000
800,7204,Ferrous waste and scrap,0.200864,49,2000
801,9614,Smoking pipes and cigar or cigarette holders,0.199822,-43,2000
802,7323,"Table, kitchen or other household articles of iron or steel",0.199426,82,2000
803,4004,"Waste, parings and scrap of rubber",0.198763,35,2000
804,4017,Hard rubber,0.198354,51,2000
805,2613,Molybdenum ores,0.195879,42,2000
806,7104,Synthetic or semi-precious stones,0.193501,-51,2000
807,9615,"Combs, hair-slides etc of hard rubber or plastic",0.183672,210,2000
808,1502,"Bovine, sheep and goat fats",0.182721,-102,2000
809,2712,Petroleum jelly,0.170723,-23,2000
810,2102,"Yeasts, active",0.169436,-30,2000
811,2901,Acyclic hydrocarbons,0.156984,68,2000
812,4707,Recovered paper and paperboard,0.154835,-172,2000
813,5512,Woven fabrics of > 85% synthetic staple fibers,0.154469,-98,2000
814,9609,"Pencils, crayons, pencil leads, pastels, drawing charcoals or chalks",0.152789,20,2000
815,0808,Apples,0.129653,52,2000
816,2713,Petroleum coke,0.127219,-60,2000
817,5601,Wadding of textile materials,0.125126,-48,2000
818,6812,Asbestos fibres,0.118888,-8,2000
819,2504,Natural graphite,0.117689,50,2000
820,2818,Artificial corundum,0.108419,48,2000
821,0705,Lettuce,0.101429,-145,2000
822,4201,Saddlery and harness for any animal,0.101057,40,2000
823,2103,Sauces and seasonings,0.0889812,-71,2000
824,5301,"Flax fibre, raw or processed",0.0800479,181,2000
825,6911,Porcelain or china tableware or other household articles,0.0626105,47,2000
826,8544,Insulated wire; optical fiber cables,0.048664,14,2000
827,4013,Inner tubes of rubber,0.0437491,109,2000
828,8106,Bismuth,0.0431234,-225,2000
829,5107,"Yarn of combed wool, not for retail sale",0.0182266,-82,2000
830,4303,Articles of apparel of furskin,0.0102411,35,2000
831,3101,Animal or vegetable fertilizers,0.0036004,67,2000
832,8527,Reception apparatus for radio broadcasting,-0.0013835,16,2000
833,5902,Tire cord fabric of high tenacity yarn of nylon,-0.0016624,-17,2000
834,5804,Tulles and other net fabrics,-0.0066168,30,2000
835,3602,Prepared explosives,-0.0114448,-8,2000
836,2506,Quartz,-0.0133095,-36,2000
837,6309,Used clothes and textiles,-0.0209827,4,2000
838,8430,"Other moving, excavating, extracting or boring machinery for earth, minerals or ores; pile-drivers; snowplows and snowblowers",-0.0300918,-145,2000
839,2524,Asbestos,-0.0343014,103,2000
840,2807,Sulfuric acid; oleum,-0.044654,89,2000
841,6910,Ceramic sinks,-0.049174,47,2000
842,5103,Waste of wool or animal hair,-0.0493777,75,2000
843,4417,"Tools, broom handles, bodies etc of wood",-0.0519317,-38,2000
844,9006,Photographic cameras,-0.0529764,-8,2000
845,1704,Confectionery sugar,-0.0572748,-109,2000
846,5515,Other woven fabrics of synthetic staple fibers,-0.05769,-51,2000
847,3105,"Mineral or chemical fertilizers, mixed",-0.0687179,3,2000
848,7201,Pig iron,-0.0703232,-71,2000
849,2601,Iron ores and concentrates,-0.0738143,78,2000
850,2521,Limestone,-0.0769313,-87,2000
851,0503,Horsehair,-0.0830282,-52,2000
852,2104,Soups and broths,-0.0865928,96,2000
853,5406,Man-made filament yarn for retail sale,-0.0903857,112,2000
854,2518,Dolomite not calcined,-0.0947087,-123,2000
855,5109,"Yarn of wool or animal hair, for retail sale",-0.102012,-95,2000
856,4304,Artificial fur,-0.105997,49,2000
857,1214,Lucerne (alfalfa) meal and pellets,-0.107745,-214,2000
858,0202,Bovine meat (frozen),-0.111794,0,2000
859,3303,Perfumes and toilet waters,-0.114722,-119,2000
860,6811,Asbestos-cement or cellulose fiber-cement,-0.122527,15,2000
861,4108,Chamois leather,-0.126172,74,2000
862,1104,Worked cereal groats,-0.143827,-3,2000
863,2715,"Bituminous mix, mastic from asphalt, bitumen/tar/pitc",-0.14412,-11,2000
864,7404,Copper waste and scrap,-0.158078,40,2000
865,1517,"Margarine, not liquid",-0.158694,-133,2000
866,7202,Ferroalloys,-0.160904,53,2000
867,5604,Rubber textiles,-0.161407,-256,2000
868,0706,"Carrots, turnips and beets",-0.161577,9,2000
869,6406,Parts of footwear,-0.163653,86,2000
870,7614,"Stranded wire, cables of aluminum slings and similar articles",-0.168492,15,2000
871,2402,Cigars,-0.168823,36,2000
872,2513,Pumice,-0.171719,172,2000
873,3306,Dental hygiene products,-0.173019,-40,2000
874,0402,"Milk and cream, concentrated",-0.181074,-208,2000
875,2003,"Mushrooms, prepared or preserved",-0.181088,-61,2000
876,2620,"Slag, ash and residues",-0.181883,57,2000
877,1504,Fats and oils of fish or marine mammals,-0.182905,-54,2000
878,9202,"Other string musical instruments (for example, guitars, violins, harps)",-0.183632,-22,2000
879,0811,Fruits and nuts frozen,-0.188686,23,2000
880,2614,Titanium ores,-0.197374,20,2000
881,2716,Electrical energy,-0.202386,-144,2000
882,5808,Braids in piece,-0.204047,77,2000
883,7615,"Table, kitchen or other household articles of aluminum",-0.214767,30,2000
884,2604,Other metal content,-0.223231,-27,2000
885,2006,"Vegetables, fruits, nuts, fruit-peel, etc preserved",-0.224099,76,2000
886,8007,Other articles of tin,-0.234486,-144,2000
887,5810,Embroidery in piece,-0.238583,71,2000
888,4504,Agglomerated cork,-0.258776,30,2000
889,5802,Terry toweling and similar fabrics,-0.260717,-71,2000
890,4404,"Hoopwood; split poles; piles, pickets and stakes of wood",-0.267297,-133,2000
891,7010,"Glass carboys, bottles, flasks, jars, pots or other containers",-0.274173,-67,2000
892,7317,"Nails, tacks, staples and similar articles of iron or steel",-0.280035,-103,2000
893,8215,Cutlery sets plated with precious metal,-0.281451,100,2000
894,2101,"Extracts of coffee, tea or mate",-0.282105,-55,2000
895,0704,"Cabbages, cauliflower, kohlrabi, kale, broccoli",-0.288515,72,2000
896,7114,Articles of goldsmiths' or silversmiths' wares,-0.292078,-50,2000
897,2007,"Jams, jellies",-0.307647,42,2000
898,7803,"Lead bars, rods, profiles and wire",-0.324696,-187,2000
899,7117,Imitation jewelry,-0.32589,-26,2000
900,4503,Articles of natural cork,-0.334213,138,2000
901,7501,Nickel mattes and other products of nickel metallurgy,-0.335109,13,2000
902,2607,Lead ores,-0.339711,47,2000
903,1509,"Olive oil, virgin",-0.3423,160,2000
904,0809,Apricots,-0.347019,-24,2000
905,6908,Glazed ceramic flags and pavers including glazed ceramic mosaic cubes,-0.349134,38,2000
906,2608,Zinc ores,-0.352012,20,2000
907,2707,Oils and other products of the distillation of high temperature coal tar,-0.353152,155,2000
908,2801,"Fluorine, chlorine, bromine and iodine",-0.358042,-102,2000
909,0812,Preserved fruit and nuts,-0.368547,62,2000
910,5004,Silk yarn,-0.369731,35,2000
911,2530,Other mineral substances,-0.371473,78,2000
912,7207,Semifinished products of iron or nonalloy steel,-0.379324,65,2000
913,9404,Mattress supports; articles of bedding,-0.379873,-47,2000
914,7214,"Other bars and rods of iron or nonalloy steel, not further worked than forged",-0.381043,1,2000
915,1507,"Soya-bean oil, crude",-0.384854,-131,2000
916,9101,Wrist watches and pocket watches in cases of precious metal,-0.38599,-140,2000
917,2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,-0.389341,-7,2000
918,7802,Lead waste or scrap,-0.392104,38,2000
919,0501,"Human hair, unworked",-0.395779,34,2000
920,1503,"Lard stearin, oleostearin & oils, natural tallow oil",-0.407393,-25,2000
921,1103,"Cereal groats, meal and pellets",-0.408878,55,2000
922,2809,Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids,-0.413929,15,2000
923,6303,"Curtains drapes blinds valances, cotton, knit",-0.415402,-24,2000
924,0204,Lamb meat,-0.417158,-50,2000
925,9208,"Musicboxes, fairground organs, mechanical street organs and other musical instruments",-0.418179,205,2000
926,6601,Umbrellas,-0.420735,65,2000
927,2305,Ground-nut oilcake,-0.426225,1,2000
928,4414,"Wooden frames for paintings, photographs, mirrors",-0.428361,23,2000
929,7601,Unwrought aluminum,-0.430285,-6,2000
930,7106,Silver,-0.43159,-39,2000
931,7112,Scrap of precious metal,-0.433586,120,2000
932,6801,"Setts, curbstones and flagstones, of natural stone (except slate)",-0.435991,-103,2000
933,3201,Tanning extracts of vegetable origin,-0.46154,104,2000
934,5805,Hand-woven tapestries,-0.482518,0,2000
935,0510,"Ambergris, civet, musk for pharmaceutical use",-0.482757,73,2000
936,1302,Vegetable saps and extracts,-0.484122,70,2000
937,7602,"Waste or scrap, aluminium",-0.48492,46,2000
938,5609,"Articles of yarn strip, twine, cordage or rope, not elsewhere specified",-0.485996,-87,2000
939,5302,Hemp fiber,-0.498523,-295,2000
940,4109,Patent leather,-0.502122,89,2000
941,4419,Tableware and kitchenware of wood,-0.504405,-20,2000
942,9603,"Brooms, brushes, floor sweepers, mops",-0.5072,-53,2000
943,8712,Bicycles,-0.512953,29,2000
944,3203,Coloring matter of vegetable or animal origin,-0.514601,-52,2000
945,5511,"Yarn of man-made staple fibers, for retail sale",-0.516043,-33,2000
946,2701,Coal; briquettes,-0.519587,17,2000
947,3102,"Mineral or chemical fertilizers, nitrogenous",-0.520055,-1,2000
948,6503,Felt hats,-0.523372,-47,2000
949,0407,"Birds eggs, in shell",-0.529888,3,2000
950,0707,Cucumbers,-0.534247,57,2000
951,1516,"hydrogenated animal and vegetable fats, oils",-0.538995,-58,2000
952,2503,Sulphur,-0.541773,70,2000
953,4408,Sheets for veneering for plywood,-0.545674,-21,2000
954,5104,Garnetted stock of wool or animal hair,-0.549966,-100,2000
955,6117,"Other clothing accessories, knitted or crocheted",-0.557458,65,2000
956,5407,Woven fabrics of synthetic filament yarn,-0.56128,13,2000
957,8469,Typewriters other than printing machinery,-0.568386,37,2000
958,6215,"Ties, bow ties and cravats",-0.572494,55,2000
959,2516,Granite,-0.575296,-35,2000
960,0511,Animal products not elsewhere specified,-0.586371,-49,2000
961,6001,"Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted",-0.590435,-159,2000
962,4003,Reclaimed rubber,-0.597595,-195,2000
963,7203,Ferrous products obtained by direct reduction of iron ore,-0.602045,-142,2000
964,5514,Woven fabrics of < 85% synthetic staple fibers mixed mainly with cotton < 170 g/m2,-0.608112,-101,2000
965,1522,Residues from treatment animal & veg waxes,-0.610013,17,2000
966,8105,Cobalt,-0.614159,-113,2000
967,4401,Fuel wood,-0.61561,37,2000
968,6403,"Footwear, with leather body",-0.619854,66,2000
969,4421,Other articles of wood,-0.619976,-49,2000
970,8902,Fishing vessels,-0.627286,-32,2000
971,4409,Wood continuously shaped along any of its edges,-0.629754,-62,2000
972,6115,"Panty hose, tights, stockings, socks and other hosiery",-0.63342,42,2000
973,6912,Ceramic tableware or other household articles,-0.635519,94,2000
974,4107,Leather further prepared after tanning of bovine or equine animals,-0.646947,0,2000
975,2308,Vegetable materials and waste,-0.657028,-85,2000
976,5702,"Carpets, woven, not tufted or flocked, hand-woven rugs",-0.66395,-22,2000
977,6703,Human animal hair prepared for use in wigs,-0.67835,-95,2000
978,0504,Guts of animals except fish,-0.678546,20,2000
979,6307,"Other made up articles, including dress patterns",-0.680942,31,2000
980,1512,"Sunflower-seed or safflower oil, crude",-0.691498,-33,2000
981,3604,Fireworks,-0.701507,-2,2000
982,5509,Yarn of synthetic staple fibers,-0.706382,39,2000
983,5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,-0.713522,-122,2000
984,1208,Flours and meals of oil seeds,-0.719269,70,2000
985,1508,"Ground-nut oil, crude",-0.720955,-194,2000
986,2520,Gypsum,-0.723872,1,2000
987,4820,"Registers, account books, notebooks",-0.725125,-100,2000
988,8513,Portable electric lamps designed to function by their own source of energy,-0.741049,-245,2000
989,5005,Yarn from silk waste,-0.74272,91,2000
990,2814,Ammonia,-0.747733,-2,2000
991,8306,Bells and gongs,-0.753665,-5,2000
992,1101,Wheat or meslin flour,-0.759049,-2,2000
993,6214,"Shawls, scarves, etc, not knit",-0.762452,47,2000
994,2304,Soybean oilcake,-0.777538,21,2000
995,6310,Used or new rags textile scraps,-0.778065,31,2000
996,1209,"Seeds, fruits and spores for sowing",-0.786118,-56,2000
997,0701,Potatoes,-0.790177,-75,2000
998,6501,Hat forms,-0.798727,-38,2000
999,7206,Iron and nonalloy steel,-0.804862,-196,2000
1000,9507,"Fishing rods, fish hooks and other similar hunting or shooting equipment",-0.808241,-15,2000
1001,4101,Raw hides and skins of bovine or equine animals,-0.814029,-23,2000
1002,9503,"Toys, scale models, puzzles",-0.82358,-45,2000
1003,2005,Homogenized vegetable preparations,-0.836147,-8,2000
1004,0710,Frozen vegetables,-0.845617,-54,2000
1005,2529,Feldspar,-0.848301,47,2000
1006,0508,"Coral, seashell, cuttle bone, etc",-0.853328,78,2000
1007,0806,Grapes,-0.864519,-4,2000
1008,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",-0.869443,-112,2000
1009,2009,Fruit juices,-0.877043,-12,2000
1010,2528,Natural sodium borates and concentrates,-0.879127,-26,2000
1011,4413,Densified wood,-0.881281,5,2000
1012,3301,Essential oils,-0.886966,-11,2000
1013,7313,Barbed wire of iron or steel,-0.895674,-40,2000
1014,4406,Railway cross-ties of wood,-0.902453,36,2000
1015,0903,Mate,-0.902893,-23,2000
1016,2501,Salt,-0.909229,33,2000
1017,1902,Pasta,-0.919829,47,2000
1018,2802,"Sulfur, sublimed or precipitated",-0.921594,-50,2000
1019,4104,Tanned hides and skins of bovine or equine animals,-0.931278,-23,2000
1020,6002,"Knit or crochet fabric, width <30 cm >5% elastomer",-0.94391,-58,2000
1021,6304,"Bedspreads, textile material, not elsewhere specified, knit or crochet",-0.951319,45,2000
1022,9307,"Swords, cutlasses, bayonets, lances and similar arms",-0.965873,-92,2000
1023,0410,Edible products of animal origin,-0.980627,84,2000
1024,5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,-0.994895,37,2000
1025,6913,Statuettes and other ornamental ceramic articles,-0.996039,23,2000
1026,3103,"Mineral or chemical fertilizers, phosphatic",-0.998338,4,2000
1027,0712,Dried vegetables,-0.999578,-8,2000
1028,1008,Buckwheat,-1.00064,29,2000
1029,3924,"Plastic tableware, kitchenware or other household products",-1.00778,-85,2000
1030,0702,Tomatoes,-1.01036,1,2000
1031,1515,"Linseed oil, crude",-1.01596,-160,2000
1032,9505,"Festive, carnival or other entertainment articles",-1.01943,47,2000
1033,5608,"Knotted netting of twine, cordage or rope",-1.01997,-24,2000
1034,4007,Vulcanized rubber thread and cord,-1.03662,-261,2000
1035,2602,Manganese of 47 percent or more by weight ,-1.06272,89,2000
1036,4502,"Natural cork, debacked",-1.06808,-243,2000
1037,2605,Cobalt ores,-1.07166,149,2000
1038,6401,Waterproof footwear,-1.07304,-5,2000
1039,4907,"Unused postage, revenue or similar stamps",-1.07477,-98,2000
1040,0301,"Ornamental fish, live",-1.09274,30,2000
1041,7113,Jewelry of precious metal,-1.0987,-29,2000
1042,2611,Tungsten ores,-1.10037,-31,2000
1043,5607,"Twine, cordage, ropes and cables, of jute, bast fibre",-1.10358,13,2000
1044,4407,Wood sawn or chipped of a thickness exceeding 6 mm,-1.10864,-20,2000
1045,6701,Skins and other parts of birds with their feathers or down,-1.114,-70,2000
1046,0104,Sheep,-1.11567,-66,2000
1047,7401,Copper mattes; cement copper,-1.11605,-131,2000
1048,6301,Blankets and traveling rugs,-1.11671,40,2000
1049,2714,"Bitumen and asphalt, natural",-1.12487,59,2000
1050,1805,"Cocoa powder, unsweetened",-1.13095,79,2000
1051,2001,"Vegetables, fruit, nuts preserved by vinegar",-1.14071,-10,2000
1052,1006,Rice,-1.14574,41,2000
1053,0814,Peel of citrus fruit or melons,-1.15226,37,2000
1054,4412,"Plywood, veneered panels and similar laminated wood",-1.16303,-11,2000
1055,4203,Articles of apparel of leather,-1.17127,48,2000
1056,6217,"Clothing accessories not elsewhere specified, not knit",-1.17422,-56,2000
1057,4403,Wood in the rough,-1.19307,19,2000
1058,6210,Garments made of textile felts and nonwoven fabric,-1.21344,64,2000
1059,0810,Other fresh fruit,-1.21651,-23,2000
1060,5508,Sewing thread of man-made staple fibers,-1.22147,52,2000
1061,2207,Ethyl alcohol > 80% by volume,-1.22298,16,2000
1062,2616,Precious metal ores and concentrates,-1.2242,-20,2000
1063,7402,Unrefined copper,-1.22879,-82,2000
1064,1213,Cereal straw & husks,-1.22886,-292,2000
1065,6212,"Brassieres and parts thereof, not knit",-1.24546,6,2000
1066,1605,"Crustaceans, molluscs and other aquatic invertebrates",-1.25608,-43,2000
1067,6202,"Womens overcoats, not knit",-1.25616,25,2000
1068,6802,Worked monumental or building stone (except slate),-1.25989,-33,2000
